ds,dep_var,trend,season,holiday,competitor_sales_B,events,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,intercept,depVarHat,solID
2017-11-27,3103743.33333333,741953.460062596,370890.411053951,0,1524898.63943114,0,48348.9254222722,7740.26873318763,88161.8702159888,11322.30084077,15200.9508146554,145388.901089516,0,2953905.72766408,1_5_3
2017-12-04,2793875,741936.197751291,287410.478882983,0,1287455.93567534,0,97839.7813440954,29473.7379539235,6840.9892434233,7781.68837403496,15022.2846189657,76458.3194819104,0,2550219.41332596,1_5_3
2017-12-11,2260396.66666667,741732.561141604,257312.835986349,0,1152167.89210309,0,20863.3885304511,4509.23968583462,397.051124605831,9803.6949135428,14592.9703734749,134922.766170011,0,2336302.40002896,1_5_3
2017-12-18,2399176.66666667,741528.924531917,285730.392721317,0,1109875.25892079,0,211359.793845138,29487.2550394122,22.5936501536793,5355.11213827972,15186.5963623624,168459.0445722,0,2567004.97178157,1_5_3
2017-12-25,3827520,741325.287922231,319409.978426403,494453.903161889,1043710.35831005,0,318089.453718251,4511.60530421843,137394.2130313,17864.430612457,14971.6809830717,219768.950999135,0,3311499.862469,1_5_3
2018-01-01,3109461.66666667,741121.651312544,303999.318864389,215985.646445004,1052479.24840057,0,155419.015113331,615.283903859175,67078.4128730395,13667.1596843312,15328.1132114006,279746.162589397,0,2845440.01239786,1_5_3
2018-01-08,2228128.33333333,740918.014702858,236150.931196398,0,1123329.38178553,0,38868.1450827133,314.66571007723,4786.84750515197,18031.5659469118,15434.2814082929,287166.885289752,0,2465000.71862769,1_5_3
2018-01-15,2202593.33333333,740714.378093171,157620.215001932,0,971377.285677494,0,133133.409771662,42.1440332449269,143397.996243836,2067.00815530974,15238.5840536914,106627.201105476,0,2270218.22213582,1_5_3
2018-01-22,1918293.33333333,740509.292464058,106858.668297808,0,906723.730771605,0,31207.7405189637,11521.3170207689,188342.372619232,171.525325844528,13940.8207817,44263.8009395802,0,2043539.26873956,1_5_3
2018-01-29,1862458.33333333,740304.206834946,85542.3816790136,0,873763.535138497,0,73201.6627570117,1620.67594477408,24985.456366451,13.7817936754501,14189.2795430983,40937.7048008559,0,1854558.68485832,1_5_3
2018-02-05,1975951.66666667,740099.121205834,69841.3495335143,0,987745.208532426,0,14683.8279708833,218.279452690954,39111.6917946198,2653.27260236747,15118.042345631,186252.851661431,0,2055723.6450994,1_5_3
2018-02-12,1827318.33333333,739894.035576721,41726.9339300608,0,878022.212885056,0,15187.2852071214,11041.3158462312,2522.29802774429,222.430243379383,7216.8951570446,100304.050908648,0,1796137.45778201,1_5_3
2018-02-19,1656268.33333333,739688.949947608,1398.70720871322,0,823136.50848354,0,2673.1904099456,1549.81730633713,49814.4687250682,17.8871725274396,2619.96985063357,75761.9854005473,0,1696661.48450492,1_5_3
2018-02-26,1703790,739483.864318496,-44166.0802693529,0,781027.448213257,0,13568.1464907817,13089.2291773288,100851.40483431,1.43351841339687,13565.6453082355,68924.5523659284,0,1686345.6439574,1_5_3
2018-03-05,1488115,739278.778689383,-91540.5092573236,0,757697.49976196,0,2380.05840940434,1854.27595192288,8259.92057087306,0.114853839657976,13730.3743165163,62733.2324956707,0,1494393.74579225,1_5_3
2018-03-12,1727330,739073.624412291,-136362.964889818,0,736717.498396419,0,154464.630795635,27064.8145238596,180181.836398693,0.00920191460529767,12946.6442588672,30657.8383640793,0,1744743.93146194,1_5_3
2018-03-19,1208246.66666667,738868.470135199,-168930.194312165,0,616426.842477463,0,38519.1471084977,4092.58129774981,22596.681346471,0.000737242074582246,12734.7633016815,35482.620964512,0,1299790.91305665,1_5_3
2018-03-26,1388960,738663.315858106,-185066.921596104,25517.9808230307,640123.173138335,0,57482.4843732181,24933.276274631,21247.7859471137,5.90665989661348e-05,12024.5756438617,73659.5942889806,0,1408585.26481024,1_5_3
2018-04-02,2408331.66666667,738458.161581014,-199146.37481664,1001445.77746872,547358.068864275,0,11110.2776385119,3731.89304316012,1290.85598036232,4.7323168253727e-06,12749.4678427782,38923.9618570082,0,2155922.08946392,1_5_3
2018-04-09,1131721.66666667,738253.007303922,-234144.893622614,0,575967.036680376,0,1938.88008022327,1987.08428608896,73.6544176496422,3.79145285277512e-07,12846.5168637515,136830.916881621,0,1233752.2028914,1_5_3
2018-04-16,950015,738047.853026829,-292151.38560456,0,483751.582082122,0,331.982538477731,268.05083017672,4.18708941516714,6270.10697463923,12510.2149836106,93682.5802340289,0,1042715.17215474,1_5_3
2018-04-23,801298.333333333,737842.698419014,-341908.970850678,0,397752.559938448,0,56.656280260428,55759.3225921902,0.237976516713391,561.095360129061,11354.0892418553,19978.8327052551,0,881396.521662991,1_5_3
2018-04-30,779838.333333334,737637.543811199,-347438.174198581,368324.668945431,389311.565889593,0,9.66353618722871,9786.07565828725,0.0135254202072935,28270.4094068462,10316.923989667,15545.2984197611,0,1211763.98898381,1_5_3
2018-05-07,889546.666666667,737432.389203384,-311002.424877077,-60815.1761567962,448611.572661077,0,1.64809532967091,18560.5942365156,0.000768718147916873,4290.16070481129,11827.977795612,2361.45996877317,0,851268.202400348,1_5_3
2018-05-14,862850,737227.234595569,-278275.660878024,0,420300.261754713,0,0.281074506087344,2696.03109388471,53158.7337045669,28305.0256258891,4991.67984951011,45047.7760697672,0,1013451.36289038,1_5_3
2018-05-21,2601601.66666667,737022.079987754,-292719.412306837,331033.468824357,470518.90740575,1127596.56096597,27.1479954509551,4738.90100092454,3602.43862820841,4300.12178529394,1697.63022030272,60731.3156705468,0,2448549.16017773,1_5_3
2018-05-28,905008.333333334,736816.925379939,-347786.424173295,0,451624.947974592,0,4.63019795943281,646.921722935861,28237.4205562076,4884.91993917467,10682.6389691569,97796.751315634,0,982908.731882304,1_5_3
2018-06-04,910551.666666667,736611.770772124,-392944.4755226,0,463593.229856854,0,0.789662177574346,86.767148708557,1755.29300211735,426.129848976089,12079.474691487,101285.910239133,0,922894.889698977,1_5_3
2018-06-11,923853.333333333,736406.616168423,-388389.03413444,0,440706.177782283,0,3302.70026813671,11.6096562001378,39882.9250959585,34.3854757469674,10795.8002520702,36421.7596363156,0,879172.940200694,1_5_3
2018-06-18,982420,736201.461564721,-345348.39861503,0,498386.100152279,0,567.090147631483,1481.59007777788,2578.88336657756,2.75648930120315,12079.1408367694,71987.1034031319,0,977935.72742316,1_5_3
2018-06-25,1056811.66666667,735996.30696102,-305874.513931985,0,514544.792649929,0,96.8264625054734,199.427615566044,94317.8475238971,11114.3441069,11546.7704295598,59782.1820228526,0,1121723.98384024,1_5_3
2018-07-02,932326.666666667,735791.152357318,-289084.924356291,0,433716.509343094,0,12767.0491984352,59984.4715511014,7510.22280806178,1093.37672106472,10702.6751006355,48669.3121759985,0,1021149.84489942,1_5_3
2018-07-09,1126221.66666667,735585.997753617,-270732.28260431,0,543077.09357599,0,2235.76380819774,10782.6673084402,107440.338138181,23089.0658928558,11681.5132607466,47343.8607271893,0,1210504.01786091,1_5_3
2018-07-16,1140006.66666667,735380.843149915,-220122.613868332,0,548276.391592984,0,7451.70966612275,18893.8326328835,9060.64773167147,3010.52184214241,12004.6679503669,27939.7029811533,0,1141895.70367891,1_5_3
2018-07-23,1479303.33333333,735175.688546214,-145863.860569845,0,703460.409468015,0,12482.4776545793,2748.67994972339,39878.5691757976,253.964505337495,12165.3632886653,66199.0346767635,0,1426500.32669525,1_5_3
2018-07-30,1647193.33333333,734970.533943273,-90501.8919331035,0,839146.143441989,0,2184.62330902308,372.006590997597,2578.56292679651,20.4338628232031,14073.2723884904,32043.2890413241,0,1534886.97357161,1_5_3
2018-08-06,2009478.33333333,734765.379340332,-78687.161877238,0,923258.274297919,0,14298.9532674567,26225.6370321563,59615.3383163573,1.63768558851029,14234.35697299,193748.83562536,0,1887461.25066092,1_5_3
2018-08-13,1523443.33333333,734560.224737391,-83435.5491175062,0,769006.324211564,0,2512.1173056448,3949.6982424343,4136.63226195791,14647.7945337905,6563.8409115179,102681.935619883,0,1554623.01870668,1_5_3
2018-08-20,1420118.33333333,734355.07013445,-54534.5421640061,0,642751.839495652,0,185871.500961976,35654.1314939195,238.094717562264,1553.52702489979,2336.63235385818,76399.7552098258,0,1624626.00922814,1_5_3
2016-11-21,2964696.66666667,713565.806112109,440869.628278594,0,1398306.0005067,0,70560.1522216811,45913.6715013934,65055.2901472558,16504.9478259352,16.4922764090893,69561.849796588,0,2820353.83866666,1_7_5
2016-11-28,2848525,713792.473202019,357925.861318039,0,1445494.61988397,0,15836.5894292727,1581.54767037889,46804.714243984,12140.5655940458,45231.5357882621,95910.4721266595,0,2734718.37925663,1_7_5
2016-12-05,2740160,714019.140276647,279736.416245306,0,1275198.27211763,0,26447.7987445683,93811.263058918,6788.3196055319,4707.47926429513,45941.988428721,169980.76946207,0,2616631.44720368,1_7_5
2016-12-12,2380508.33333333,714245.807351275,261638.431755306,0,1224100.66462903,0,5577.90989277345,4185.17773222159,870.214519298794,5622.53395478983,39019.3876581092,95335.0202305463,0,2350595.14772335,1_7_5
2016-12-19,2230915,714472.474425903,296204.590568233,-336445.975177613,1103758.89918491,0,1143.75526416712,135701.115337192,109.671857931913,2498.94449482756,34552.8982530738,27426.1155573497,0,1979422.48976597,1_7_5
2016-12-26,3659425,714699.141500531,324332.308292157,1079309.82866712,1197125.82820018,0,294350.349551154,8160.41390812527,13.7918581353394,13551.2465039375,50757.6873329845,4803.60632296547,0,3687104.2021373,1_7_5
2017-01-02,2827008.33333333,714925.808575159,297793.256221306,0,1161194.9459175,0,232079.73384106,171384.6914333,200943.840935293,12660.1097158358,43085.1432831984,136097.029286993,0,2970164.55920965,1_7_5
2017-01-09,2042143.33333333,715152.475649787,223637.791863302,0,1055452.4968987,0,68093.0663676421,14647.6440895104,59003.3511974555,12659.6323555458,44652.841221329,92721.4382347835,0,2286020.73787805,1_7_5
2017-01-16,2113358.33333333,715378.346635994,147370.894035109,0,1037721.28222587,0,27212.7658728014,439.217797849331,20759.3443914157,12140.5377513608,44166.1742071297,124407.244951297,0,2129595.80786883,1_7_5
2017-01-23,2179918.33333333,715604.217622201,102424.357175964,0,1083717.78566617,0,5745.25319987835,12.4382417445831,99107.6338869962,17580.5784828394,43808.7781535536,64427.6526745965,0,2132428.69510394,1_7_5
2017-01-30,2370613.33333333,715830.088608407,83895.0984056064,0,1099094.96625768,0,92263.616944158,0.351652470377879,17354.1007566629,13508.1735935962,47259.732181881,92995.5576896639,0,2162201.68609013,1_7_5
2017-02-06,1814556.66666667,716055.959594614,66589.4765921606,0,936701.45825434,0,21383.0773684717,0.00994140701506556,2295.04098766252,765.301968165165,33843.130652306,25848.5449612724,0,1803482.0003204,1_7_5
2017-02-13,1951668.33333333,716281.830580821,35558.8275795343,0,974134.487145056,0,4478.72889464824,35308.8125580977,290.421180647433,16839.5839606635,1129.55165152609,57268.3105940221,0,1841290.55414502,1_7_5
2017-02-20,1918238.33333333,716507.701567028,-6572.89547481338,0,950477.691254738,0,917.027154040754,1157.83236804341,89875.6192154566,1074.49843763161,22.2396734039559,65286.4260646274,0,1818746.14026016,1_7_5
2017-02-27,1472390,716733.572553235,-53067.9947841494,0,743648.673399651,0,186.879203142495,32.8811659557385,15181.9710975575,24038.6928922369,20266.0357061226,90444.0143245275,0,1557464.72555828,1_7_5
2017-03-06,1477865,716959.435411335,-100942.940266038,0,726101.432971194,0,38.0470484173993,0.929686574095803,125208.161550669,2109.39060317698,31141.9033670816,50324.7824141746,0,1550941.14278658,1_7_5
2017-03-13,1300166.66666667,717185.298269434,-144784.9923272,0,637919.542381702,0,8009.75675845792,0.026282805522988,24454.4000614088,86.3752749331324,28678.171934237,84981.3847089366,0,1356529.96334472,1_7_5
2017-03-20,1160205,717411.161127534,-174573.991833478,0,560342.961705385,0,1647.73487184274,0.000743028294254722,167038.93862289,3.37102816364629,19356.8788003117,82752.753525646,0,1373979.80859132,1_7_5
2017-03-27,1356871.66666667,717637.023985635,-188874.454524249,0,693286.033725661,0,336.113237416249,1472.29727259622,40027.1459789342,5320.53805422386,30613.6400485446,94159.2140106407,0,1393977.5517894,1_7_5
2017-04-03,1355833.33333333,717862.886843735,-205358.856957974,0,700494.169397561,0,68.4433369889401,41.8632615807624,5678.96767463151,236.322060683669,21384.768915237,18225.5707275744,0,1258634.13526002,1_7_5
2017-04-10,1176266.66666667,718088.749701835,-245726.838539076,26155.7229656923,574710.451999543,0,13.9323148914774,179479.080886515,725.667358080163,9.25527664901306,14877.8503880471,4369.09751855985,0,1272702.96987074,1_7_5
2017-04-17,1955281.66666667,718314.612559935,-305870.017412352,1026473.78341918,473545.523762882,0,4397.70855007166,16960.0221530565,91.4170928344249,0.360567550363002,15384.8080815541,27516.5645875248,0,1976814.78336223,1_7_5
2017-04-24,1029928.33333333,718535.539428312,-350175.717868878,0,512486.583959682,0,900.341265357644,123705.857786644,11.495620505574,0.0140441188649038,14586.1457539973,52878.0414731717,0,1072928.30146291,1_7_5
2017-05-01,2263143.33333333,718756.466296689,-346486.212350131,377529.792391421,437769.347094777,0,73264.2803575483,6765.05526900473,1.44523555832421,0.000547014542207489,11456.8860082164,22864.5903787252,0,1301921.65122882,1_7_5
2017-05-08,813771.666666667,718977.393165066,-306234.87107509,0,403384.901515989,0,16508.4683760476,125581.836159439,0.18169059050592,2.13060583459502e-05,8444.34378541597,24568.7505824561,0,991231.00422122,1_7_5
2017-05-15,880871.666666667,719198.320033443,-279499.83441839,0,455366.607456677,0,3434.99312762078,6966.36020472788,0.0228415027457797,8.29864805582959e-07,183.044683916589,56915.9484175933,0,962565.462347921,1_7_5
2017-05-22,919185,719419.24690182,-303651.454060788,-62335.0613317853,468450.149552155,0,702.347351501257,6108.19882611722,0.00287155218317699,8633.98119531329,3.56169551115302,65199.9902337054,0,902530.963235102,1_7_5
2017-05-29,826321.666666667,719640.173770197,-361750.017298844,0,415190.38011084,0,143.089430188056,176.901183622589,54870.813072047,420.229605332256,6139.31494110993,24712.5699617391,0,859543.454776233,1_7_5
2017-06-05,833798.333333333,719854.673878952,-400082.821305194,339306.615323089,404143.253262333,0,6717.23693521797,4713.87291441661,8174.67013149155,7044.4911880995,7870.21572574175,7174.47992932807,0,1104916.68798347,1_7_5
2017-06-12,746271.666666667,720069.173987706,-386184.426178341,0,385150.235438764,0,1379.46476310664,135.762510750443,1052.16778112594,327.803762718444,10431.6742759172,9588.24834534842,0,741950.104687097,1_7_5
2017-06-19,1036406.66666667,720283.674096461,-340220.043544867,0,487690.169833436,0,73225.7242172898,3.84011064438825,132.672029976352,273.976798426687,14373.2622978541,11100.362895879,0,966863.6387351,1_7_5
2017-06-26,927931.666666667,720498.174205215,-304388.97325219,0,458862.737541514,0,16498.8512523908,50782.3283013341,30693.5411461749,10.7393871775979,10409.7548385071,3043.12743716661,0,986410.28085729,1_7_5
2017-07-03,1126943.33333333,720712.67431397,-289877.421252002,0,539709.661730037,0,8843.38984492133,1790.73455118247,90735.2089449659,14428.257855556,23253.4437011464,24139.7930979424,0,1133735.74278772,1_7_5
2017-07-10,1184220,720927.174422724,-267082.883728849,0,611786.527495258,0,1821.25155481528,50.9814571523413,15377.7210228183,843.546639220259,23178.0364345712,18683.7047247148,0,1125586.06002242,1_7_5
2017-07-17,1315508.33333333,721141.674531478,-209627.071421079,0,588592.144983453,0,9752.81767650184,26679.1302649905,191503.882798992,33.5098484284993,21171.501138332,6845.58023724387,0,1356093.17005834,1_7_5
2017-07-24,1279360,721330.080382784,-134625.864349692,0,660378.957078896,0,2010.98565715714,841.943100791778,52911.4592536985,1.30621152358179,22193.5759461245,37892.4234363334,0,1362934.86671762,1_7_5
2017-07-31,1455811.66666667,721518.48623409,-86125.2595152047,0,685946.11178949,0,12295.036666727,76464.3801672367,18659.7479328528,0.0508780982132675,24989.2732486177,31059.2236868746,0,1484807.05108878,1_7_5
2017-08-07,1553355,721706.892085396,-80587.4984823081,0,761446.478076747,0,2543.82510613564,41433.6402955113,86274.8660490466,0.00198168953042174,36747.0413598151,26186.1425948907,0,1595751.38906692,1_7_5
2017-08-14,1374855,721895.297936702,-82733.5602096741,0,650233.273055682,0,68492.8533503197,1397.44153063163,14375.7857472752,7.71862371148608e-05,1307.13438955705,57360.6784777691,0,1432328.90435545,1_7_5
2017-08-21,1970110,722083.703788008,-44151.8949757221,0,971907.593513768,0,15326.4955141985,39.7231373533005,102310.890099821,2826.48868156316,25.7935087688598,65309.0788142987,0,1835677.87208206,1_7_5
2017-08-28,2336431.66666667,722272.109639314,40335.4465259518,0,1085577.96969253,0,329749.58781784,1.12316741813833,18145.3973421763,2242.66224666494,43288.2715098572,113081.810835031,0,2354694.37877678,1_7_5
2017-09-04,2002065,722379.438539383,126239.472276884,0,1034350.43426536,0,118828.156017743,0.0317526507811554,2405.38631957122,92.1311106423356,33244.5219054487,81005.6589540684,0,2118545.23114175,1_7_5
2017-09-11,2027418.33333333,722486.767439452,170105.220308826,0,912159.789609559,0,181200.069870537,46373.1601619107,32130.1051876781,863.698049452341,33229.2723763271,18294.5969980848,0,2116842.68000183,1_7_5
2017-09-18,1886570,722594.096339521,175887.634244061,0,974043.584046199,0,48473.0611721438,1600.87501590572,4445.79381310678,34.3266837012347,38699.7052180006,44047.0126277572,0,2009826.0891604,1_7_5
2017-09-25,2529721.66666667,722701.42523959,183252.547878588,0,1147619.41209277,0,259075.931432983,45725.5688226775,566.071257137892,5453.26457575414,48998.3023362501,78049.3868028929,0,2491441.91043865,1_7_5
2017-10-02,2357930,722808.754139659,216828.493367993,36571.9467114118,1207768.1497669,0,382352.644535631,16406.3470726684,71.2792805946485,243.068494938621,48687.6719302524,102916.54532994,0,2734654.90062999,1_7_5
2017-10-09,3003391.66666667,722916.083039728,261454.242205776,0,1261766.91339518,0,291133.605953814,135521.702472608,152156.966166114,11185.5713526767,41040.9294086556,63671.0341666803,0,2940847.04816123,1_7_5
2017-10-16,2283685,723023.411939798,291401.602926301,0,1179582.4592836,0,96230.2340761567,8137.49832946353,33737.4970241816,9665.99361436297,49134.8064470821,143335.946966743,0,2534249.45060769,1_7_5
2017-10-23,2584721.66666667,723006.592403499,310679.742275619,0,1201105.12296719,0,156786.790761553,7578.74696825497,4691.82840800916,13434.3643077182,48552.4197831602,135436.474013846,0,2601272.08188885,1_7_5
2017-10-30,2565400,722989.7728672,348052.066577072,-164672.361241076,1286565.80528902,0,52859.0812408928,220.788909988946,597.822141607512,14329.6264685325,50181.4684259854,37839.6435684362,0,2348963.71424766,1_7_5
2017-11-06,3407085,722972.953330901,411327.052673141,0,1437647.83961294,0,61731.1064629685,127480.836542444,179012.037102098,9002.30862941419,52808.0128208794,81687.3097590034,0,3083669.45693379,1_7_5
2017-11-13,2803291.66666667,722956.133794602,462157.662868997,0,1448786.02442078,0,13679.2380552348,7176.11656786419,45875.7526268914,18697.6887174886,2952.34085016553,71246.0198804732,0,2793526.9777825,1_7_5
2017-11-20,3303155,722939.314258303,450746.937882383,0,1496262.52942117,0,149936.83557684,29174.3941441184,16222.0550096113,8894.58445363741,59.4877534662263,68698.7104966735,0,2942934.84899621,1_7_5
2017-11-27,3103743.33333333,722922.494722004,374540.425585302,0,1546241.8894194,0,38046.718783708,930.812971878553,86784.6840284818,7406.27171057155,59381.8606772204,137207.347859191,0,2973462.50575776,1_7_5
2017-12-04,2793875,722905.675185705,290238.94894616,0,1305475.81789796,0,78483.2650470435,19252.5503239532,14488.5973292355,4399.49569616607,58189.2656326832,74796.0060515905,0,2568229.6221105,1_7_5
2017-12-11,2260396.66666667,722707.261816383,259845.108491816,0,1168294.21467544,0,17820.3244314738,588.522811144249,1899.78733095253,6013.48179411973,54959.6381673674,127662.744039052,0,2359791.08355774,1_7_5
2017-12-18,2399176.66666667,722508.848447061,288542.328685145,0,1125409.63248137,0,181468.702500676,20572.1748930907,240.132745246157,2618.60139805116,59358.0181302686,155154.880093731,0,2555873.31937464,1_7_5
2017-12-25,3827520,722310.435077738,322553.362639011,506811.2324442,1058318.65457101,0,320143.028536512,632.385313881799,127366.744913004,13660.6989167313,57832.9128245464,197251.771802098,0,3326881.22703873,1_7_5
2018-01-01,3109461.66666667,722112.021708416,306991.043369271,221383.532347625,1067210.27846723,0,112833.764361986,17.9221085964125,76719.8725951735,9616.17483760652,60336.6515738117,246316.805890096,0,2823538.06725981,1_7_5
2018-01-08,2228128.33333333,721913.608339094,238474.94471837,0,1139052.06603132,0,26984.5197765192,47.0874781797744,12338.9499883727,13905.7742144316,61050.7448775523,251175.285721643,0,2464942.98114548,1_7_5
2018-01-15,2202593.33333333,721715.194969772,159171.390384323,0,984973.17179414,0,105165.691219506,1.33143165243029,135611.506909229,798.51168070621,59734.2099288191,95491.1908272051,0,2262662.19914535,1_7_5
2018-01-22,1918293.33333333,721515.369748096,107910.28807676,0,919414.693144925,0,24855.1490580559,7840.64559725277,181983.261391939,31.687165939199,49586.7430769664,43518.2373061087,0,2056656.07456604,1_7_5
2018-01-29,1862458.33333333,721315.544526421,86384.2231687613,0,885993.170000028,0,59927.640846029,228.659680608294,47455.168387039,1.23511136737503,51664.1366679945,43096.9824698042,0,1896066.76085805,1_7_5
2018-02-05,1975951.66666667,721115.719304746,70528.6736947459,0,1001570.18834766,0,13245.280924606,6.47010187724033,48044.2202009904,955.192854044598,58867.4166589665,172155.107286364,0,2086488.269374,1_7_5
2018-02-12,1827318.33333333,720915.894083071,42137.5779118253,0,890311.45434693,0,14985.7117163805,7189.71583982563,6996.56381825614,38.045211637529,4196.16184804213,95333.8392382875,0,1782104.96401426,1_7_5
2018-02-19,1656268.33333333,720716.068861396,1412.47219557929,0,834657.541961269,0,3111.75354290694,209.128034839452,51014.4820261887,1.48315540060316,85.9209652979441,74603.8254451977,0,1685812.67618807,1_7_5
2018-02-26,1703790,720516.24363972,-44600.728429487,0,791959.102058215,0,14905.2005393803,8058.27987867058,99902.5970245191,0.0577704557683402,46120.8499344872,69267.5853310996,0,1706129.18774706,1_7_5
2018-03-05,1488115,720316.418418045,-92441.3796466309,0,768302.615888847,0,3094.7001081333,235.212831244151,17548.598988474,0.00225014553685903,47682.3600673682,63915.0007524273,0,1528653.52965805,1_7_5
2018-03-12,1727330,720116.526309198,-137704.942974319,0,747028.967849147,0,131550.283106463,19694.0303581028,169408.036706944,8.76425218801307e-05,40573.2514359669,33028.968918874,0,1723695.12179802,1_7_5
2018-03-19,1208246.66666667,719916.634200351,-170592.673701349,0,625054.663277001,0,32400.9592432942,603.142490138716,41123.3267099037,3.41365086453443e-06,38589.1193253579,38788.1519216625,0,1325883.32346977,1_7_5
2018-03-26,1388960,719716.742091503,-186888.206085985,26155.7229656923,649082.659726025,0,48391.1087355349,16742.8954726871,29382.5094272047,1.32960713044833e-07,32038.7662233047,75329.4018572858,0,1409951.60041339,1_7_5
2018-04-02,2408331.66666667,719516.849982656,-201106.218318339,1026473.78341918,555019.168293952,0,10521.5183949154,506.439892956421,4030.92236682393,5.17878128537309e-09,38700.6234535809,41345.2041974257,0,2195008.29168315,1_7_5
2018-04-09,1131721.66666667,719316.957873809,-236449.165285329,0,584028.561644064,0,2171.72000441791,459.831826365914,512.633762124386,2.0171203197901e-10,39615.8630968829,130675.610380902,0,1240332.01330324,1_7_5
2018-04-16,950015,719117.065764961,-295026.511978901,0,490522.413061713,0,443.305572130661,13.0230620354457,64.540639267924,3166.83649274363,36498.4243756411,90785.2654238663,0,1045584.36241346,1_7_5
2018-04-23,801298.333333333,718917.173333874,-345273.772621794,0,403319.705255992,0,90.2838803286114,50731.9883711094,8.11530879973047,133.098676165941,26141.4432802137,21003.2524367591,0,875071.287921448,1_7_5
2018-04-30,779838.333333334,718717.280902787,-350857.390082235,377529.792391421,394760.566799714,0,18.3787022277056,1788.52089707054,1.02025114773521,24292.6137445149,18068.2167780282,18015.5268195315,0,1202334.52720421,1_7_5
2018-05-07,889546.666666667,718517.3884717,-314063.068496471,-62335.0613317853,454890.566356359,0,3.74091854355875,9915.29727894376,0.128262696163135,2160.26185716368,30210.8626444209,2968.41103188113,0,842268.526993452,1_7_5
2018-05-14,862850,718317.496040613,-281014.233177696,0,426182.996072129,0,0.761435766095224,291.60040897799,51176.6705997647,24355.3766310015,936.068919206349,49752.882904635,0,989999.619834398,1_7_5
2018-05-21,2601601.66666667,718117.603609526,-295600.128757533,339306.615323089,477104.527200591,1146134.59602329,104.077012473655,1945.81136537019,7530.497717174,2173.04698555899,18.3856103812695,63433.9308539849,0,2460268.96294391,1_7_5
2018-05-28,905008.333333334,717917.711178439,-351209.067261942,0,457946.118389665,0,21.1868966762939,55.4302303274964,30757.8297939116,2295.64858353422,20616.5578700303,96445.4528878815,0,974846.868568523,1_7_5
2018-06-04,910551.666666667,717717.818747352,-396811.528978083,0,470081.914377807,0,4.31253237646735,1.56737992229501,4237.69918482502,94.4299381989867,32471.5957874601,98439.7107432057,0,926237.519713065,1_7_5
2018-06-11,923853.333333333,717517.926320273,-392211.256484109,0,446874.523586098,0,5250.09688205141,0.0443108950963421,40961.1031193343,3.6860713765049,21597.9425475826,37796.8128536463,0,877790.879207149,1_7_5
2018-06-18,982420,717318.033893194,-348747.048555161,0,505361.763223362,0,1076.06794728851,750.38218601834,5828.96003521149,0.14358365737491,32485.2687884084,73269.6807474648,0,987343.251849444,1_7_5
2018-06-25,1056811.66666667,717118.141466115,-308884.692646094,0,521746.620926058,0,219.335912346585,21.2760248288584,90376.4882824725,7080.86390278958,27771.4912904062,61354.7140634918,0,1116804.23922241,1_7_5
2018-07-02,932326.666666667,716918.249039036,-291929.873007556,0,439787.024224266,0,15352.5500848878,55803.6999617611,15295.874662844,329.827885763566,20878.5748998034,50949.2907563703,0,1023385.21850718,1_7_5
2018-07-09,1126221.66666667,716718.356611957,-273396.618850705,0,550678.274317692,0,3189.50204994228,2017.13621693005,103841.794917414,19033.9323399798,28919.9383200205,50000.824602652,0,1201003.14052588,1_7_5
2018-07-16,1140006.66666667,716518.464184878,-222288.88917595,0,555950.344330457,0,9310.32547731308,9953.63178153753,18530.8073179206,1324.68208257448,31823.7589700085,30787.2170405518,0,1151910.34200929,1_7_5
2018-07-23,1479303.33333333,716318.571757799,-147299.339069184,0,713306.395940743,0,14137.4955520451,292.773383711283,43945.8437458269,53.2271898204867,33295.8442032047,68577.8360722439,0,1442628.64877621,1_7_5
2018-07-30,1647193.33333333,716118.679331461,-91392.5410597064,0,850891.255840311,0,2932.2745451357,8.28632485453143,6314.41546743705,2.07573969031378,50643.2719095537,34674.7499187355,0,1570192.46801747,1_7_5
2018-08-06,2009478.33333333,715918.786905123,-79461.5396333697,0,936180.662476731,0,15985.056176594,19939.0678788549,59573.8857029596,0.0808533427857052,52032.708139484,178668.205127128,0,1898836.91362685,1_7_5
2018-08-13,1523443.33333333,715718.894478785,-84256.6568022392,0,779769.724345703,0,3323.73734717723,611.280534258586,9018.37569047311,10393.5018932352,2830.87145774944,97318.5112436422,0,1534728.24018879,1_7_5
2018-08-20,1420118.33333333,715519.002052448,-55071.2286498971,0,651748.118222668,0,160297.756043407,26746.9608968694,1163.62221249746,532.97889190707,56.9514756321708,75096.4957053708,0,1576090.6568509,1_7_5
2016-11-21,2964696.66666667,760186.788631656,437450.764380158,0,1360776.54661103,0,81465.1311954501,61251.7297744081,36669.1725072689,42858.9862429866,778.00330331152,40873.2882028288,0,2822310.41084909,1_8_3
2016-11-28,2848525,760428.265066892,355150.211268488,0,1406698.65986254,0,20399.3458436977,14188.6407114219,19556.476590441,37862.0411342195,23109.4295458324,69444.9633967694,0,2706838.0334203,1_8_3
2016-12-05,2740160,760669.741485849,277567.11114186,0,1240972.93464218,0,26948.1402499168,93931.857269749,603.802301514869,26283.36606952,23024.5258099536,171293.185383115,0,2621294.66435366,1_8_3
