ds,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,type,solID
2018-04-09,0.00359844865859357,0.0018477840903342,0.00166865571409292,4.85567199725896e-15,0.499374977026835,0.279328590873156,saturatedMedia,1_7_5
2018-04-16,0.00073453867816086,5.23317557784332e-05,0.000210083912654001,0.0762330294670432,0.460078322401502,0.194060086568382,saturatedMedia,1_7_5
2018-04-23,0.000149596590444537,0.203860967441084,2.64158496782993e-05,0.00320399089925607,0.32952412536311,0.0448959747715134,saturatedMedia,1_7_5
2018-04-30,3.04527361922533e-05,0.00718697634514622,3.32098280149003e-06,0.584779019586416,0.227757636287714,0.0385094946613903,saturatedMedia,1_7_5
2018-05-07,6.198544604089e-06,0.0398435417308132,4.17503287279873e-07,0.0520024656123034,0.380820905053199,0.0063451937836815,saturatedMedia,1_7_5
2018-05-14,1.26166702223886e-06,0.00117176447029074,0.166583339089219,0.586289866447606,0.011799550949604,0.106350394179294,saturatedMedia,1_7_5
2018-05-21,0.000172451229976412,0.00781903095341954,0.0245122521654692,0.0523102330237037,0.000231758519038632,0.13559462601583,saturatedMedia,1_7_5
2018-05-28,3.51057962211869e-05,0.000222740340815828,0.100118705069321,0.0552615351362593,0.259880570758759,0.206159147623407,saturatedMedia,1_7_5
2018-06-04,7.14568467098485e-06,6.29834543383983e-06,0.013793982140508,0.00227314554375927,0.409318417744217,0.210422018368313,saturatedMedia,1_7_5
2018-06-11,0.00869918960283641,1.78058503767712e-07,0.133331012948465,8.87322059432485e-05,0.272251346314215,0.0807934276574719,saturatedMedia,1_7_5
2018-06-18,0.00178299930635566,0.00301532905182501,0.018973638079684,3.45638848381601e-06,0.409490771796373,0.156619254482598,saturatedMedia,1_7_5
2018-06-25,0.000363430376825448,8.54953875094242e-05,0.294181255185467,0.170452660814774,0.350071580953105,0.131150149387672,saturatedMedia,1_7_5
2018-07-02,0.025438529435917,0.224241087847349,0.0497890512564615,0.00793971491489376,0.263183408006142,0.108907802699221,saturatedMedia,1_7_5
2018-07-09,0.00528487067847058,0.00810564209775749,0.338011690319696,0.458190477554551,0.364548249241958,0.106880387534014,saturatedMedia,1_7_5
2018-07-16,0.015426817525626,0.0399975847525054,0.0603189641463768,0.03188814088342,0.401152156288776,0.065809908427259,saturatedMedia,1_7_5
2018-07-23,0.0234252352060295,0.00117647794144751,0.143046534768258,0.00128130073634387,0.419708423199107,0.146590096341266,saturatedMedia,1_7_5
2018-07-30,0.0048586555274651,3.32976935384198e-05,0.0205538265900227,4.99678228857684e-05,0.638380203519713,0.0741197917916516,saturatedMedia,1_7_5
2018-08-06,0.0264865654132173,0.0801229716825294,0.193916811832697,1.94632570302094e-06,0.655894644230113,0.381916241496969,saturatedMedia,1_7_5
2018-08-13,0.00550729291719766,0.00245636422093844,0.0293553902212419,0.25019546727729,0.0356843511328365,0.208025373153587,saturatedMedia,1_7_5
2018-08-20,0.265606636231433,0.107479747977901,0.00378766479578496,0.012830026326008,0.000717897822039309,0.160524203895044,saturatedMedia,1_7_5
2016-11-21,278065.56003788,279890.724188371,61474.2852176266,229256.389732379,743.75967724958,,saturatedSpendReversed,1_7_5
2016-11-28,116274.967632748,47571.3699921627,47729.1235227398,163252.715314053,65702.4766972161,,saturatedSpendReversed,1_7_5
2016-12-05,155529.152853862,456361.42422938,12932.7230619417,71181.1102531718,67052.2233530366,,saturatedSpendReversed,1_7_5
2016-12-12,65035.5520891116,77565.0505214855,3504.26141215839,82043.8889458831,55248.8717389535,,saturatedSpendReversed,1_7_5
2016-12-19,27195.0496606239,641158.27260583,949.517590837414,43987.0537794683,48850.858172538,,saturatedSpendReversed,1_7_5
2016-12-26,819279.39130932,108973.877209094,257.282077239315,183102.099753941,77358.4465654242,,saturatedSpendReversed,1_7_5
2017-01-02,650494.739139746,869201.644999944,210055.713365932,170425.912618134,61837.7950311069,,saturatedSpendReversed,1_7_5
2017-01-09,272008.711644991,147733.059650309,56916.871043021,170419.251547556,64630.096159434,,saturatedSpendReversed,1_7_5
2017-01-16,158091.956099742,25109.3138619672,26939.5761155822,163252.334898532,63746.1450376958,,saturatedSpendReversed,1_7_5
2017-01-23,66107.2053511093,4267.68147976593,88156.9033148129,248033.078740768,63107.0052748915,,saturatedSpendReversed,1_7_5
2017-01-30,329480.368616223,725.352564903188,23887.0679455419,182477.853419497,69660.0551957441,,saturatedSpendReversed,1_7_5
2017-02-06,137774.412592693,123.283882807601,6472.45982537884,18860.7958118023,47897.8508391625,,saturatedSpendReversed,1_7_5
2017-02-13,57611.2890882781,239502.953831965,1753.78310501108,234968.315935679,6250.35618802561,,saturatedSpendReversed,1_7_5
2017-02-20,24090.5445935407,40706.8996802062,80657.8731974762,23949.4447819869,863.839636290139,,saturatedSpendReversed,1_7_5
2017-02-27,10073.6218195724,6918.71083451002,21855.1244992209,397481.197185677,31721.2631761555,,saturatedSpendReversed,1_7_5
2017-03-06,4212.35211888795,1175.93233549158,111130.216070149,38846.216954224,44400.929596179,,saturatedSpendReversed,1_7_5
2017-03-13,79468.023119838,199.866259875655,30111.9359035421,4175.77613158711,41364.8326544603,,saturatedSpendReversed,1_7_5
2017-03-20,33230.0836350927,33.9700853790908,157062.82189846,453.252988342704,30717.249401308,,saturatedSpendReversed,1_7_5
2017-03-27,13895.3809978393,45898.7736943763,42557.8730347331,78466.5415559268,43738.7188524145,,saturatedSpendReversed,1_7_5
2017-04-03,5810.44619674715,7801.14293509854,11531.516722725,8342.68377052691,32962.1371772641,,saturatedSpendReversed,1_7_5
2017-04-10,2429.67681206749,939503.91409738,3124.5893754596,904.483187359979,25775.847256409,,saturatedSpendReversed,1_7_5
2017-04-17,57033.8855562217,159681.920278759,846.641339555542,98.2661154753487,26338.4188291928,,saturatedSpendReversed,1_7_5
2017-04-24,23849.0994573946,582430.190989422,229.406642509295,10.6783873798159,25451.2851409694,,saturatedSpendReversed,1_7_5
2017-05-01,284644.559926317,98992.2127305531,62.1602149205415,1.16042818217519,21907.057764292,,saturatedSpendReversed,1_7_5
2017-05-08,119026.0202945,591224.120560189,16.8429836063328,0.126104918995639,18298.2753630915,,saturatedSpendReversed,1_7_5
2017-05-15,49771.5238640574,100486.86489707,4.56378886601064,0.0137039546879581,2486.42579403069,,saturatedSpendReversed,1_7_5
2017-05-22,20812.2945018342,93966.1577435548,1.23660803218329,118095.929083008,345.485636027919,,saturatedSpendReversed,1_7_5
2017-05-29,8702.79968952043,15970.8717383293,53810.6684056756,12420.517209195,15280.8507684071,,saturatedSpendReversed,1_7_5
2017-06-05,72080.1337067252,82377.4745534693,14580.5835285666,98913.1841408874,17573.866896586,,saturatedSpendReversed,1_7_5
2017-06-12,30140.7884261966,14001.2118385375,3950.76705665086,10457.6857542359,20708.3339053634,,saturatedSpendReversed,1_7_5
2017-06-19,284551.171611688,2379.703116783,1070.50313215086,9238.66135487391,25213.973792279,,saturatedSpendReversed,1_7_5
2017-06-26,118986.969348172,297839.464055636,35235.7310869457,1001.36970817601,20682.4240306321,,saturatedSpendReversed,1_7_5
2017-07-03,83960.89445052,50622.0110864495,81345.5030421502,196089.19411309,35054.6710790686,,saturatedSpendReversed,1_7_5
2017-07-10,35108.8077334023,8603.92364242884,22041.4452546409,20194.029166046,34969.6354891828,,saturatedSpendReversed,1_7_5
2017-07-17,88659.4820039188,204302.357983335,193153.701697219,2182.09660753437,32725.0172497104,,saturatedSpendReversed,1_7_5
2017-07-24,37073.5534416327,34724.0627215481,52337.0878840651,236.98511492345,33864.3065906181,,saturatedSpendReversed,1_7_5
2017-07-31,100889.453519643,391101.843443179,25074.6342564613,25.7517048616751,37029.1814106787,,saturatedSpendReversed,1_7_5
2017-08-07,42187.5975611078,263097.26578258,77798.5771154088,2.79844475987619,51900.910375524,,saturatedSpendReversed,1_7_5
2017-08-14,272993.925160588,44717.0852509071,21080.3672513981,0.304109717761301,6736.59336854531,,saturatedSpendReversed,1_7_5
2017-08-21,114154.22969914,7600.29834361466,90823.2872010063,48192.0472800968,930.398716427706,,saturatedSpendReversed,1_7_5
2017-08-28,931902.752149186,1291.77773076746,24609.5535440996,40624.7191520844,62190.7850508819,,saturatedSpendReversed,1_7_5
2017-09-04,389681.348270006,219.555816135648,6668.22512490161,4364.79377222743,47105.7627559973,,saturatedSpendReversed,1_7_5
2017-09-11,529467.353560175,281596.316602733,36384.4945002838,20531.8247270395,47085.7190277475,,saturatedSpendReversed,1_7_5
2017-09-18,221400.303545032,47861.2594411066,9858.77293340039,2218.38777558514,54764.9616857346,,saturatedSpendReversed,1_7_5
2017-09-25,720058.812875641,279191.695023446,2671.34132512381,80039.2935753994,73332.2307650477,,saturatedSpendReversed,1_7_5
2017-10-02,1135880.79282126,156883.560141867,723.828870339237,8506.21501037367,72655.1799303952,,saturatedSpendReversed,1_7_5
2017-10-09,809759.52578113,640232.570277698,138983.129273563,150438.727366671,58418.0899870014,,saturatedSpendReversed,1_7_5
2017-10-16,338606.343905674,108816.541062704,37658.984463033,130894.311235738,73632.8038445208,,saturatedSpendReversed,1_7_5
2017-10-23,474294.299997597,104915.90350626,10204.1097951931,181410.977381436,72363.3428830508,,saturatedSpendReversed,1_7_5
2017-10-30,233168.523390875,17831.935224832,2764.91408881635,194601.2929956,76002.2724826085,,saturatedSpendReversed,1_7_5
2017-11-06,256118.572456123,600263.788500465,173548.516757656,122626.32860329,82519.7590397707,,saturatedSpendReversed,1_7_5
2017-11-13,107097.688467512,102023.283759967,47024.8506442442,268928.15114206,10290.8593251928,,saturatedSpendReversed,1_7_5
2017-11-20,458988.612391286,214787.293765128,22837.5593628825,121297.315022688,1414.1540878247,,saturatedSpendReversed,1_7_5
2017-11-27,191929.148084093,36506.1252063486,78201.4174390491,103236.667054397,104071.566249995,,saturatedSpendReversed,1_7_5
2017-12-04,297183.052752433,170908.730057444,21189.5212010058,67499.7468310648,99413.7611212355,,saturatedSpendReversed,1_7_5
2017-12-11,124269.074656649,29048.3454070507,5741.53031276992,86672.1127692352,88600.7409156194,,saturatedSpendReversed,1_7_5
2017-12-18,530081.841998013,177140.175360227,1555.72983550431,45534.0991789151,103974.22345301,,saturatedSpendReversed,1_7_5
2017-12-25,899775.155981755,30107.4672873639,113179.875185284,184693.895738412,98100.146317442,,saturatedSpendReversed,1_7_5
2018-01-01,376246.979756418,5117.18803832239,70354.9799111481,130268.627322906,108126.073184747,,saturatedSpendReversed,1_7_5
2018-01-08,157330.182807022,8270.73816726656,19063.4439533726,188287.383481274,111374.894802994,,saturatedSpendReversed,1_7_5
2018-01-15,358957.964770455,1405.72841991913,121270.446651002,19431.0277025328,105531.663588666,,saturatedSpendReversed,1_7_5
2018-01-22,150100.665934738,106759.923340409,177965.207893905,2100.09804052575,74641.5934046312,,saturatedSpendReversed,1_7_5
2018-01-29,251534.594095285,18145.352363101,48221.6009530575,228.084980352263,79572.4286733797,,saturatedSpendReversed,1_7_5
2018-02-05,105180.867357185,3084.05815664794,48667.165156631,22039.7205362674,102010.649200697,,saturatedSpendReversed,1_7_5
2018-02-12,112721.18086566,102122.179113376,13186.8956043289,2380.30532903547,12411.7300168194,,saturatedSpendReversed,1_7_5
2018-02-19,47135.1132261552,17357.1024230826,50908.7988826034,258.497017409137,1700.51159834087,,saturatedSpendReversed,1_7_5
2018-02-26,112380.661818164,108271.08397922,88815.2905457109,28.0890999269478,67398.0399147025,,saturatedSpendReversed,1_7_5
2018-03-05,46992.7229164006,18402.195393805,24065.4650979778,3.052448106986,70527.242052867,,saturatedSpendReversed,1_7_5
2018-03-12,418052.220360906,173010.712246575,160171.798466385,0.331712485164148,57667.318076236,,saturatedSpendReversed,1_7_5
2018-03-19,174811.322857246,29405.6068801704,43400.2839149556,0.0360475438952247,54598.5956077033,,saturatedSpendReversed,1_7_5
2018-03-26,221177.320019146,158588.896978534,34178.4437431167,0.00391732475319494,45540.6317099409,,saturatedSpendReversed,1_7_5
2018-04-02,92486.7708277889,26954.416287613,9261.01958288189,0.000425699831462939,54766.3452835184,,saturatedSpendReversed,1_7_5
2018-04-09,38673.9597776638,25689.2826197049,2509.37357941567,4.62612517734132e-05,56163.9143260308,,saturatedSpendReversed,1_7_5
2018-04-16,16171.7740980417,4366.25533725349,679.941955063862,52473.9405032849,51546.8676631095,,saturatedSpendReversed,1_7_5
2018-04-23,6762.33514699826,297655.106580099,184.237638448286,5619.35573322482,38360.5850114972,,saturatedSpendReversed,1_7_5
2018-04-30,2827.71552231029,50590.6769373632,49.9211839602006,405250.499473201,29297.9188893459,,saturatedSpendReversed,1_7_5
2018-05-07,1182.42809640452,120487.597962545,13.5266855837804,39527.7370281276,43238.1122183059,,saturatedSpendReversed,1_7_5
2018-05-14,494.440191078528,20478.5639780102,51030.9985353251,407201.931783481,5677.74303123715,,saturatedSpendReversed,1_7_5
2018-05-21,7310.05346204742,52771.6203268475,13827.4018653889,39698.4954767731,785.339007332509,,saturatedSpendReversed,1_7_5
2018-05-28,3056.74758707058,8969.28000359471,35287.3509925595,41325.8081771276,32109.3074158324,,saturatedSpendReversed,1_7_5
2018-06-04,1278.19938110888,1524.45544185719,9561.49001476802,4439.25345994825,46097.9680872038,,saturatedSpendReversed,1_7_5
2018-06-11,62894.5875922296,259.10266969886,43275.7892978928,481.816006753288,33199.4559370775,,saturatedSpendReversed,1_7_5
2018-06-18,26299.7910836757,32787.0381473947,11726.0439113226,52.3523522204538,46115.654653595,,saturatedSpendReversed,1_7_5
2018-06-25,10997.4329671961,5572.61883965524,81058.2986244982,99346.9921351627,40278.3530169069,,saturatedSpendReversed,1_7_5
2018-07-02,114263.249908784,316137.145045322,21963.6241064296,10502.3021867362,32399.7931891259,,saturatedSpendReversed,1_7_5
2018-07-09,47779.9396766234,53731.9596382747,92110.615214085,275529.277871262,41657.1551953784,,saturatedSpendReversed,1_7_5
2018-07-16,86397.9002971141,120728.503193053,24958.369014702,27785.9724690757,45265.5783320568,,saturatedSpendReversed,1_7_5
2018-07-23,109094.55797427,20519.5092143585,45557.7404553345,2996.08594319392,47173.2683841692,,saturatedSpendReversed,1_7_5
2018-07-30,45618.6166875147,3487.57954635496,12344.3632975148,325.313342761811,77086.0974414885,,saturatedSpendReversed,1_7_5
2018-08-06,116886.928680923,174169.763255938,57345.8389603613,35.3489071269389,80502.5957328877,,saturatedSpendReversed,1_7_5
2018-08-13,48877.0484457485,29602.6039209479,15538.4762864065,140134.630673937,10065.3036470664,,saturatedSpendReversed,1_7_5
2018-08-20,482161.663642716,204591.379399723,4210.31847611662,14650.3929116309,1383.59895210506,,saturatedSpendReversed,1_7_5
2016-11-21,70560.1522216811,45913.6715013934,65055.2901472558,16504.9478259352,16.4922764090893,0.148693497015804,decompMedia,1_7_5
2016-11-28,15836.5894292727,1581.54767037889,46804.714243984,12140.5655940458,45231.5357882621,0.205015587461409,decompMedia,1_7_5
2016-12-05,26447.7987445683,93811.263058918,6788.3196055319,4707.47926429513,45941.988428721,0.363346217943619,decompMedia,1_7_5
2016-12-12,5577.90989277345,4185.17773222159,870.214519298794,5622.53395478983,39019.3876581092,0.203785517314516,decompMedia,1_7_5
2016-12-19,1143.75526416712,135701.115337192,109.671857931913,2498.94449482756,34552.8982530738,0.0586253103347159,decompMedia,1_7_5
2016-12-26,294350.349551154,8160.41390812527,13.7918581353394,13551.2465039375,50757.6873329845,0.0102680567658509,decompMedia,1_7_5
2017-01-02,232079.73384106,171384.6914333,200943.840935293,12660.1097158358,43085.1432831984,0.290917266825442,decompMedia,1_7_5
2017-01-09,68093.0663676421,14647.6440895104,59003.3511974555,12659.6323555458,44652.841221329,0.198198796319834,decompMedia,1_7_5
2017-01-16,27212.7658728014,439.217797849331,20759.3443914157,12140.5377513608,44166.1742071297,0.265929505325165,decompMedia,1_7_5
2017-01-23,5745.25319987835,12.4382417445831,99107.6338869962,17580.5784828394,43808.7781535536,0.137718778449955,decompMedia,1_7_5
2017-01-30,92263.616944158,0.351652470377879,17354.1007566629,13508.1735935962,47259.732181881,0.198784746527677,decompMedia,1_7_5
2017-02-06,21383.0773684717,0.00994140701506556,2295.04098766252,765.301968165165,33843.130652306,0.0552531388153274,decompMedia,1_7_5
2017-02-13,4478.72889464824,35308.8125580977,290.421180647433,16839.5839606635,1129.55165152609,0.122415165716741,decompMedia,1_7_5
2017-02-20,917.027154040754,1157.83236804341,89875.6192154566,1074.49843763161,22.2396734039559,0.13955446883026,decompMedia,1_7_5
2017-02-27,186.879203142495,32.8811659557385,15181.9710975575,24038.6928922369,20266.0357061226,0.193330637603618,decompMedia,1_7_5
2017-03-06,38.0470484173993,0.929686574095803,125208.161550669,2109.39060317698,31141.9033670816,0.107572870842346,decompMedia,1_7_5
2017-03-13,8009.75675845792,0.026282805522988,24454.4000614088,86.3752749331324,28678.171934237,0.181653870772093,decompMedia,1_7_5
2017-03-20,1647.73487184274,0.000743028294254722,167038.93862289,3.37102816364629,19356.8788003117,0.176890010047127,decompMedia,1_7_5
2017-03-27,336.113237416249,1472.29727259622,40027.1459789342,5320.53805422386,30613.6400485446,0.201272146276196,decompMedia,1_7_5
2017-04-03,68.4433369889401,41.8632615807624,5678.96767463151,236.322060683669,21384.768915237,0.0389584787425367,decompMedia,1_7_5
2017-04-10,13.9323148914774,179479.080886515,725.667358080163,9.25527664901306,14877.8503880471,0.00933926269553575,decompMedia,1_7_5
2017-04-17,4397.70855007166,16960.0221530565,91.4170928344249,0.360567550363002,15384.8080815541,0.0588186516940638,decompMedia,1_7_5
2017-04-24,900.341265357644,123705.857786644,11.495620505574,0.0140441188649038,14586.1457539973,0.113030647186416,decompMedia,1_7_5
2017-05-01,73264.2803575483,6765.05526900473,1.44523555832421,0.000547014542207489,11456.8860082164,0.0488747195652251,decompMedia,1_7_5
2017-05-08,16508.4683760476,125581.836159439,0.18169059050592,2.13060583459502e-05,8444.34378541597,0.0525174855484314,decompMedia,1_7_5
2017-05-15,3434.99312762078,6966.36020472788,0.0228415027457797,8.29864805582959e-07,183.044683916589,0.121661966019169,decompMedia,1_7_5
2017-05-22,702.347351501257,6108.19882611722,0.00287155218317699,8633.98119531329,3.56169551115302,0.139369705975264,decompMedia,1_7_5
2017-05-29,143.089430188056,176.901183622589,54870.813072047,420.229605332256,6139.31494110993,0.0528249098982261,decompMedia,1_7_5
2017-06-05,6717.23693521797,4713.87291441661,8174.67013149155,7044.4911880995,7870.21572574175,0.0153359709823849,decompMedia,1_7_5
2017-06-12,1379.46476310664,135.762510750443,1052.16778112594,327.803762718444,10431.6742759172,0.0204955759643382,decompMedia,1_7_5
2017-06-19,73225.7242172898,3.84011064438825,132.672029976352,273.976798426687,14373.2622978541,0.0237278304409566,decompMedia,1_7_5
2017-06-26,16498.8512523908,50782.3283013341,30693.5411461749,10.7393871775979,10409.7548385071,0.00650490551674833,decompMedia,1_7_5
2017-07-03,8843.38984492133,1790.73455118247,90735.2089449659,14428.257855556,23253.4437011464,0.0516005578268433,decompMedia,1_7_5
2017-07-10,1821.25155481528,50.9814571523413,15377.7210228183,843.546639220259,23178.0364345712,0.0399377733750951,decompMedia,1_7_5
2017-07-17,9752.81767650184,26679.1302649905,191503.882798992,33.5098484284993,21171.501138332,0.0146329240460767,decompMedia,1_7_5
2017-07-24,2010.98565715714,841.943100791778,52911.4592536985,1.30621152358179,22193.5759461245,0.0809978022095149,decompMedia,1_7_5
2017-07-31,12295.036666727,76464.3801672367,18659.7479328528,0.0508780982132675,24989.2732486177,0.0663913423536359,decompMedia,1_7_5
2017-08-07,2543.82510613564,41433.6402955113,86274.8660490466,0.00198168953042174,36747.0413598151,0.0559747782322457,decompMedia,1_7_5
2017-08-14,68492.8533503197,1397.44153063163,14375.7857472752,7.71862371148608e-05,1307.13438955705,0.122612608764711,decompMedia,1_7_5
2017-08-21,15326.4955141985,39.7231373533005,102310.890099821,2826.48868156316,25.7935087688598,0.139602890724955,decompMedia,1_7_5
2017-08-28,329749.58781784,1.12316741813833,18145.3973421763,2242.66224666494,43288.2715098572,0.24172056883348,decompMedia,1_7_5
2017-09-04,118828.156017743,0.0317526507811554,2405.38631957122,92.1311106423356,33244.5219054487,0.173155468740005,decompMedia,1_7_5
2017-09-11,181200.069870537,46373.1601619107,32130.1051876781,863.698049452341,33229.2723763271,0.0391060274,decompMedia,1_7_5
2017-09-18,48473.0611721438,1600.87501590572,4445.79381310678,34.3266837012347,38699.7052180006,0.094153682799875,decompMedia,1_7_5
2017-09-25,259075.931432983,45725.5688226775,566.071257137892,5453.26457575414,48998.3023362501,0.166836222693873,decompMedia,1_7_5
2017-10-02,382352.644535631,16406.3470726684,71.2792805946485,243.068494938621,48687.6719302524,0.219991576857763,decompMedia,1_7_5
2017-10-09,291133.605953814,135521.702472608,152156.966166114,11185.5713526767,41040.9294086556,0.136101451536167,decompMedia,1_7_5
2017-10-16,96230.2340761567,8137.49832946353,33737.4970241816,9665.99361436297,49134.8064470821,0.306390978170943,decompMedia,1_7_5
2017-10-23,156786.790761553,7578.74696825497,4691.82840800916,13434.3643077182,48552.4197831602,0.289505282040338,decompMedia,1_7_5
2017-10-30,52859.0812408928,220.788909988946,597.822141607512,14329.6264685325,50181.4684259854,0.0808849814154645,decompMedia,1_7_5
2017-11-06,61731.1064629685,127480.836542444,179012.037102098,9002.30862941419,52808.0128208794,0.174612546753683,decompMedia,1_7_5
2017-11-13,13679.2380552348,7176.11656786419,45875.7526268914,18697.6887174886,2952.34085016553,0.152293532668602,decompMedia,1_7_5
2017-11-20,149936.83557684,29174.3941441184,16222.0550096113,8894.58445363741,59.4877534662263,0.146848474186604,decompMedia,1_7_5
2017-11-27,38046.718783708,930.812971878553,86784.6840284818,7406.27171057155,59381.8606772204,0.293290653269081,decompMedia,1_7_5
2017-12-04,78483.2650470435,19252.5503239532,14488.5973292355,4399.49569616607,58189.2656326832,0.159881885475273,decompMedia,1_7_5
2017-12-11,17820.3244314738,588.522811144249,1899.78733095253,6013.48179411973,54959.6381673674,0.272888370641507,decompMedia,1_7_5
2017-12-18,181468.702500676,20572.1748930907,240.132745246157,2618.60139805116,59358.0181302686,0.3316548045756,decompMedia,1_7_5
2017-12-25,320143.028536512,632.385313881799,127366.744913004,13660.6989167313,57832.9128245464,0.421639962530955,decompMedia,1_7_5
2018-01-01,112833.764361986,17.9221085964125,76719.8725951735,9616.17483760652,60336.6515738117,0.526520029997215,decompMedia,1_7_5
2018-01-08,26984.5197765192,47.0874781797744,12338.9499883727,13905.7742144316,61050.7448775523,0.536905382865863,decompMedia,1_7_5
2018-01-15,105165.691219506,1.33143165243029,135611.506909229,798.51168070621,59734.2099288191,0.204119343286886,decompMedia,1_7_5
2018-01-22,24855.1490580559,7840.64559725277,181983.261391939,31.687165939199,49586.7430769664,0.0930233872148454,decompMedia,1_7_5
2018-01-29,59927.640846029,228.659680608294,47455.168387039,1.23511136737503,51664.1366679945,0.0921229244622288,decompMedia,1_7_5
2018-02-05,13245.280924606,6.47010187724033,48044.2202009904,955.192854044598,58867.4166589665,0.367994022677585,decompMedia,1_7_5
2018-02-12,14985.7117163805,7189.71583982563,6996.56381825614,38.045211637529,4196.16184804213,0.203782992857944,decompMedia,1_7_5
2018-02-19,3111.75354290694,209.128034839452,51014.4820261887,1.48315540060316,85.9209652979441,0.159471085496452,decompMedia,1_7_5
2018-02-26,14905.2005393803,8058.27987867058,99902.5970245191,0.0577704557683402,46120.8499344872,0.148064485387319,decompMedia,1_7_5
2018-03-05,3094.7001081333,235.212831244151,17548.598988474,0.00225014553685903,47682.3600673682,0.136622947800222,decompMedia,1_7_5
2018-03-12,131550.283106463,19694.0303581028,169408.036706944,8.76425218801307e-05,40573.2514359669,0.0706018155890755,decompMedia,1_7_5
2018-03-19,32400.9592432942,603.142490138716,41123.3267099037,3.41365086453443e-06,38589.1193253579,0.0829124867851798,decompMedia,1_7_5
2018-03-26,48391.1087355349,16742.8954726871,29382.5094272047,1.32960713044833e-07,32038.7662233047,0.161022057679927,decompMedia,1_7_5
2018-04-02,10521.5183949154,506.439892956421,4030.92236682393,5.17878128537309e-09,38700.6234535809,0.088378371405087,decompMedia,1_7_5
2018-04-09,2171.72000441791,459.831826365914,512.633762124386,2.0171203197901e-10,39615.8630968829,0.279328590873156,decompMedia,1_7_5
2018-04-16,443.305572130661,13.0230620354457,64.540639267924,3166.83649274363,36498.4243756411,0.194060086568382,decompMedia,1_7_5
2018-04-23,90.2838803286114,50731.9883711094,8.11530879973047,133.098676165941,26141.4432802137,0.0448959747715134,decompMedia,1_7_5
2018-04-30,18.3787022277056,1788.52089707054,1.02025114773521,24292.6137445149,18068.2167780282,0.0385094946613903,decompMedia,1_7_5
2018-05-07,3.74091854355875,9915.29727894376,0.128262696163135,2160.26185716368,30210.8626444209,0.0063451937836815,decompMedia,1_7_5
2018-05-14,0.761435766095224,291.60040897799,51176.6705997647,24355.3766310015,936.068919206349,0.106350394179294,decompMedia,1_7_5
2018-05-21,104.077012473655,1945.81136537019,7530.497717174,2173.04698555899,18.3856103812695,0.13559462601583,decompMedia,1_7_5
2018-05-28,21.1868966762939,55.4302303274964,30757.8297939116,2295.64858353422,20616.5578700303,0.206159147623407,decompMedia,1_7_5
2018-06-04,4.31253237646735,1.56737992229501,4237.69918482502,94.4299381989867,32471.5957874601,0.210422018368313,decompMedia,1_7_5
2018-06-11,5250.09688205141,0.0443108950963421,40961.1031193343,3.6860713765049,21597.9425475826,0.0807934276574719,decompMedia,1_7_5
2018-06-18,1076.06794728851,750.38218601834,5828.96003521149,0.14358365737491,32485.2687884084,0.156619254482598,decompMedia,1_7_5
2018-06-25,219.335912346585,21.2760248288584,90376.4882824725,7080.86390278958,27771.4912904062,0.131150149387672,decompMedia,1_7_5
2018-07-02,15352.5500848878,55803.6999617611,15295.874662844,329.827885763566,20878.5748998034,0.108907802699221,decompMedia,1_7_5
2018-07-09,3189.50204994228,2017.13621693005,103841.794917414,19033.9323399798,28919.9383200205,0.106880387534014,decompMedia,1_7_5
2018-07-16,9310.32547731308,9953.63178153753,18530.8073179206,1324.68208257448,31823.7589700085,0.065809908427259,decompMedia,1_7_5
2018-07-23,14137.4955520451,292.773383711283,43945.8437458269,53.2271898204867,33295.8442032047,0.146590096341266,decompMedia,1_7_5
2018-07-30,2932.2745451357,8.28632485453143,6314.41546743705,2.07573969031378,50643.2719095537,0.0741197917916516,decompMedia,1_7_5
2018-08-06,15985.056176594,19939.0678788549,59573.8857029596,0.0808533427857052,52032.708139484,0.381916241496969,decompMedia,1_7_5
2018-08-13,3323.73734717723,611.280534258586,9018.37569047311,10393.5018932352,2830.87145774944,0.208025373153587,decompMedia,1_7_5
2018-08-20,160297.756043407,26746.9608968694,1163.62221249746,532.97889190707,56.9514756321708,0.160524203895044,decompMedia,1_7_5
2015-11-23,167687.6,0,95463.6666666667,72903852.7125913,0,19401.6538461538,rawMedia,1_8_3
2015-11-30,214600.9,0,0,16581099.5453259,29511.7154573556,14791,rawMedia,1_8_3
2015-12-07,0,248022,3404,49954773.6704713,36132.358958479,14544,rawMedia,1_8_3
2015-12-14,625877.3,0,132600,31649297.028794,36804.2109583039,2800,rawMedia,1_8_3
2015-12-21,0,520005,0,8802269.47875135,28401.7440689961,15478,rawMedia,1_8_3
2015-12-28,249189.8,0,239417.333333333,49902081.1072813,38061.7759105633,13817,rawMedia,1_8_3
2016-01-04,5152.9,425163,0,41147695.8176496,36289.5137845771,28817,rawMedia,1_8_3
2016-01-11,22141.7,0,176859.666666667,56554690.6011959,34765.1089945226,19082,rawMedia,1_8_3
2016-01-18,0,0,0,35730563.6390355,28023.4815016389,19679,rawMedia,1_8_3
2016-01-25,0,0,84329.3333333333,31861260.5535892,21069.7392458096,15095,rawMedia,1_8_3
2016-02-01,123838.7,79645,0,0,28023.9772998262,9795,rawMedia,1_8_3
